"gene_symbol","log_fc","fdr","mean_tissues","frac_kidney_specific","mean_fold_change","n_enhancers","state"
"PFKFB3",0.731093556676386,0.0075703897526769,5,0,4.294,1,"induced"
"PFKL",-0.284770794048518,0.142430766631762,7,0,12.502,1,"unchanged"
"PFN2",0.367781918263272,0.223126169019247,1,1,2.607,1,"unchanged"
"PGAM1",0.0255124839115473,0.931939817648749,4,0,3.653,3,"unchanged"
"PGAM2",-1.05128909502108,0.131775451420149,4,0,3.727,2,"unchanged"
"PGAM5",-0.042320700069638,0.803694316975333,4,0,4.195,1,"unchanged"
"PGAP4",0.0449733443936564,0.93142145092367,2,0,3.374,1,"unchanged"
"PGF",1.06941711549787,0.0389114801406352,5,0,4.207,8,"induced"
"PGGT1B",-0.0673786510409418,0.724693562463446,2.5,0,3.258,2,"unchanged"
"PGLS",0.0129067914043217,0.956141711251174,6,0,4.134,1,"unchanged"
"PGPEP1",-0.0133007742110625,0.956771912712196,4.5,0,4.524,2,"unchanged"
"PGRMC1",-0.306805528830677,0.153325456197871,3.5,0,3.451,2,"unchanged"
"PGS1",0.29020688478766,0.0869476361504072,2.667,0,3.681,3,"induced"
"PHACTR4",-0.429011021331466,0.0162831409125398,3.125,0.125,4.977,8,"repressed"
"PHETA1",-0.0638118796786156,0.747990291676914,6,0,7.208,1,"unchanged"
"PHF10",0.0620791129212526,0.748792193068326,6,0,7.821,1,"unchanged"
"PHF13",0.175514731357963,0.299526938829489,3,0,2.809,1,"unchanged"
"PHF19",1.22948456334823,0.0121444879987254,6,0,6.511,8,"induced"
"PHF21B",0.362214917416965,0.493661041255029,3,0,6.901,1,"unchanged"
"PHF5A",0.015682623359595,0.93130446401353,1,1,8.736,1,"unchanged"
"PHGDH",-0.820926908900788,0.0226434689799859,3.5,0.5,4.899,2,"repressed"
"PHKA2",-0.514086548145698,0.202995189641193,3,0,3.987,1,"unchanged"
"PHKG1",1.90697179543636,0.0186038058641746,6,0,2.914,1,"induced"
"PHKG2",0.226044654985652,0.232411202248417,1,1,3.346,2,"unchanged"
"PHLDA3",1.05830737413103,0.0561995076906123,7,0,6.711,1,"induced"
"PHLDB1",0.0404390165804243,0.899078074553231,2,0.333,3.385,3,"unchanged"
"PHLDB2",0.0823087974323418,0.68438901358304,1.808,0.577,4.219,26,"unchanged"
"PHLPP2",-0.0800526620588315,0.78443861503379,4,0,3.34,2,"unchanged"
"PHPT1",-0.285158338497913,0.162558522971046,4.5,0,4.463,2,"unchanged"
"PHTF1",-0.201775956040731,0.268070745987877,1,1,3.221,1,"unchanged"
"PHYHD1",-1.26922936104647,0.0682073887840498,5.75,0,7.015,4,"repressed"
"PI15",1.43653218181292,0.0251764409993911,3,0,4.344,1,"induced"
"PI16",1.97394852956542,0.147777723107091,4,0,5.275,2,"unchanged"
"PIAS1",0.169785680500998,0.463408816787315,6,0,8.656,2,"unchanged"
"PIAS2",-0.183730022851284,0.156086980594111,7,0,23.559,1,"unchanged"
"PIAS4",0.198321433823072,0.218882024669625,5,0,8.742,1,"unchanged"
"PICALM",-0.319712427026124,0.275148002878109,2,0.333,2.718,3,"unchanged"
"PICK1",0.0272062387370235,0.890672929183016,6,0,4.532,2,"unchanged"
"PID1",1.17348905392302,0.0249170080369284,6,0,3.681,1,"induced"
"PIEZO2",-1.85902634814334,0.00567032228060145,1,1,3.272,3,"repressed"
"PIFO",-0.316372392943141,0.711037563136026,6,0,4.675,2,"unchanged"
"PIGA",0.172629547641383,0.5082823699927,4,0,3.146,1,"unchanged"
"PIGC",-0.131112875669577,0.359303624072235,6,0,3.067,1,"unchanged"
"PIGF",-0.209709658522029,0.288832844006783,3.4,0,3.377,5,"unchanged"
"PIGG",-0.154909124886391,0.449841393017508,4,0,4.007,1,"unchanged"
"PIGL",-0.176798300764241,0.537544842703644,3.25,0,3.6,4,"unchanged"
"PIGM",0.469123067258704,0.243884237870422,4,0,4.447,1,"unchanged"
"PIGR",-0.397181653350845,0.319686288748273,3.2,0.2,6.361,5,"unchanged"
"PIGW",-0.165262138806633,0.562760350957247,1,1,2.607,1,"unchanged"
"PIGZ",0.294577795207893,0.380037198492484,5.5,0,13.479,2,"unchanged"
"PIK3C2G",-0.985526449289493,0.11255443089842,1,1,2.686,2,"unchanged"
"PIK3CA",0.0219553313129985,0.942206725875164,1,1,2.914,1,"unchanged"
"PIK3CB",0.30768497276611,0.259531722555146,2,0,5.393,1,"unchanged"
"PIK3CD",2.08758284340774,0.0425833887700531,5.75,0,4.212,4,"induced"
"PIK3CG",2.07802483388297,0.0157007004692057,6,0,5.061,1,"induced"
"PIK3R1",0.337650240442814,0.139480674515891,3.308,0.231,3.728,13,"unchanged"
"PIK3R2",-0.193988199709185,0.22966138638491,5.5,0,7.41,2,"unchanged"
"PIK3R6",1.42571110915761,0.0648853103580468,3,0,3.221,1,"induced"
"PILRA",1.85671644939278,0.0210413463697735,7,0,5.525,1,"induced"
"PIP4K2A",0.286590859006002,0.100108373515859,4,0,3.527,2,"unchanged"
"PIP4K2C",-0.296687288480403,0.0456891736199425,3.667,0,4.964,3,"repressed"
"PIP4P2",-0.509423102551795,0.157702343361044,2,0,3.598,3,"unchanged"
"PIPOX",-0.825420532091526,0.159805425347733,3,0,2.607,1,"unchanged"
"PITPNA",0.235138230734377,0.0671427667615554,7,0,5.674,1,"induced"
"PITRM1",-0.333300099439545,0.329621745662379,1,1,4.141,1,"unchanged"
"PJA1",-0.550495258090784,0.0327730393977828,2.286,0.429,4.097,7,"repressed"
"PKD1",0.576914603372684,0.0424524860089509,5,0,6.316,2,"induced"
"PKD1L2",0.0067101844998161,0.994333737700132,2,0.333,3.581,3,"unchanged"
"PKD2L1",0.749595258292234,0.438538539359194,1,1,3.565,2,"unchanged"
"PKHD1",0.0109583123337353,0.984115139442726,1,1,3.139,3,"unchanged"
"PKIG",-0.931941027984253,0.00567032228060145,7,0,12.583,1,"repressed"
"PKLR",-1.27151844242344,0.0341808116606732,4,0,3.834,1,"repressed"
"PKM",0.541973950715518,0.0635575579301884,3,0,2.76,1,"induced"
"PKNOX2",0.392943460422712,0.398685676786679,3,0.5,5.444,2,"unchanged"
"PKP3",0.544927274820981,0.145518611628798,4,0,5.721,3,"unchanged"
"PLA2G12A",0.594008852681687,0.0085300901316165,7,0,12.49,1,"induced"
"PLA2G2F",-1.00639917938511,0.278268935311099,2,0.5,4.917,4,"unchanged"
"PLA2G3",0.310316583026388,0.396933441579361,6,0,3.607,1,"unchanged"
"PLA2G4A",1.35142740943464,0.00567032228060145,5,0,4.104,4,"induced"
"PLA2G5",-0.282615679756186,0.773631594652983,2,0.5,4.917,4,"unchanged"
"PLA2G6",0.0158432140604239,0.964184784114942,4.5,0,8.205,2,"unchanged"
"PLA2G7",-0.322594177333895,0.578174064609447,3.5,0,4.329,2,"unchanged"
"PLAC8B",2.82380231422532,0.106282444233087,7,0,7.614,1,"unchanged"
"PLAC9",1.8973501046245,0.0103597346332358,5.5,0,6.279,2,"induced"
"PLAGL1",0.567220310553917,0.0379545010963794,5,0,3.134,1,"induced"
"PLAGL2",0.00433253723925286,0.979261986561269,2.75,0.5,7.522,4,"unchanged"
"PLAT",-0.492790069066622,0.099457317074209,2.1,0.5,3.701,10,"repressed"
"PLAU",-0.391003603687716,0.194713932817319,5,0,4.805,4,"unchanged"
"PLAUR",0.906433541856462,0.00835591892055131,3.75,0.25,4.287,4,"induced"
"PLCD1",0.870657643397522,0.0569777941161053,6,0,7.826,1,"induced"
"PLCD4",-0.981356318286844,0.0532488931682245,2,0,4.601,1,"repressed"
"PLCE1",-0.826974154462087,0.0405119844297532,2.667,0.167,3.795,6,"repressed"
"PLCG1",0.441225259528656,0.0642886559804626,4.4,0,3.523,5,"induced"
"PLCXD2",1.06515204120512,0.0131548879972787,5,0,3.681,1,"induced"
"PLCXD3",1.36391883785529,0.0223095177481056,2,0,3.801,3,"induced"
"PLD3",0.428304086174042,0.154755604087295,5,0,3.834,1,"unchanged"
"PLD4",2.47131274984718,0.0351196022472574,5,0,4.677,2,"induced"
"PLEK2",0.440084251241526,0.420130276534776,3,0,4.601,1,"unchanged"
"PLEKHA1",-0.528097128030314,0.195294336637164,3.625,0.375,4.935,8,"unchanged"
"PLEKHA2",0.744616512643161,0.0532488931682245,4.6,0,7.339,5,"induced"
"PLEKHA5",-0.554059770882416,0.0197153311323847,1.5,0.5,3.221,2,"repressed"
"PLEKHA6",-1.27064070311894,0.00771269049153803,6,0,2.996,1,"repressed"
"PLEKHA8",-0.175551493135464,0.147965866015502,3,0,3.071,2,"unchanged"
"PLEKHF1",0.218598946830521,0.448643653042532,3.667,0,7.819,3,"unchanged"
"PLEKHF2",0.557580877483528,0.0461936371749302,4,0,4.112,3,"induced"
"PLEKHG1",0.428088531233511,0.177107338527263,2.389,0.278,4.237,18,"unchanged"
"PLEKHG2",0.568193080560938,0.129379087123194,3.5,0,4.524,2,"unchanged"
"PLEKHM1",0.34274814116878,0.112285842252387,6,0,7.975,2,"unchanged"
"PLEKHO1",-0.144775598254237,0.701310688250051,2,0.333,4.337,6,"unchanged"
"PLIN1",-0.391223098054272,0.160419030416756,4,0,2.169,1,"unchanged"
"PLIN2",0.236035511096611,0.579021756649226,3.667,0,4.736,6,"unchanged"
"PLK3",0.766535232155461,0.0327431006645713,7,0,5.544,1,"induced"
"PLOD1",0.0945518390869369,0.743098948963496,6,0,2.914,1,"unchanged"
"PLP2",0.804055946869337,0.0225295227995674,6.333,0,8.077,3,"induced"
"PLPP3",-0.663773462429302,0.0361240172556811,3.417,0.167,3.995,24,"repressed"
"PLPP5",1.06131962983074,0.0120353527027931,1,1,3.221,2,"induced"
"PLPP6",-0.153706097510407,0.519754732792997,5,0,2.996,1,"unchanged"
"PLPP7",0.477601503756235,0.311662452198022,5,0,13.082,1,"unchanged"
"PLPPR2",1.11567011516057,0.0387540129401979,2,0,3.527,1,"induced"
"PLPPR3",0.555236203581856,0.301681710140291,4,0.333,12.512,3,"unchanged"
"PLS3",0.493113744533644,0.13648808063797,5,0,5.368,1,"unchanged"
"PLSCR3",1.16445619532752,0.0229511832969487,2,0,4.098,1,"induced"
"PLVAP",-0.159352668616254,0.593814548974688,4.4,0.2,5.431,5,"unchanged"
"PLXNB3",-0.312527889594221,0.389233659749736,5,0,7.821,2,"unchanged"
"PM20D1",-0.72766164376218,0.336532474670288,2.889,0.444,3.584,9,"unchanged"
"PM20D2",-0.856853763333151,0.125925902396572,1.8,0.2,4.897,5,"unchanged"
"PMAIP1",1.29926807825681,0.00964917685182227,1.5,0.5,3.184,6,"induced"
"PML",0.472704693962809,0.0383852308898726,3.5,0.25,3.078,4,"induced"
"PMM1",-0.289435357034528,0.114886511382126,2.5,0,3.542,2,"unchanged"
"PMM2",-0.395651386564823,0.168540585148824,3,0,4.033,1,"unchanged"
"PMP22",1.17931849555395,0.0151272351877785,4,0,5.6,3,"induced"
"PMVK",-0.763136748980633,0.0173837458248364,3,0,3.527,1,"repressed"
"PNCK",-0.787712746515921,0.0751940481909239,1,1,5.521,1,"repressed"
"PNKD",0.186267886229514,0.416167379114232,7,0,5.878,1,"unchanged"
"PNMA8A",-0.300236364183155,0.426189569028759,5,0,4.447,1,"unchanged"
"PNN",0.102274512032223,0.605117735955946,7,0,19.126,1,"unchanged"
"PNPO",-0.567068279594039,0.207435825622494,4,0,3.639,3,"unchanged"
"PNPT1",-0.241016391108442,0.25354855988754,2,0.5,2.832,2,"unchanged"
"PNRC1",0.498010014004353,0.0525224354197325,5.75,0,5.832,4,"induced"
"POC1A",0.655326022727739,0.0207945221023943,4,0,3.5,6,"induced"
"POC5",0.286798907749706,0.159666746944383,2,0.5,2.946,2,"unchanged"
"PODN",1.23154095807082,0.00897693540101338,3.6,0.2,5.397,5,"induced"
"PODNL1",3.83792830991625,0.00330146632416522,5,0,3.221,2,"induced"
"PODXL",-0.676504162102324,0.120537098836341,3,0,10.275,1,"unchanged"
"POFUT1",0.126408099096649,0.362390774268671,4,0,3.221,1,"unchanged"
"POGLUT3",0.0818524749747276,0.708727585975223,3.5,0.25,3.489,4,"unchanged"
"POLDIP3",-0.0517022549618877,0.678562876607842,1,1,3.834,1,"unchanged"
"POLE",1.01087159543927,0.0443988085077484,2,0,2.404,1,"induced"
"POLG",0.246860420509509,0.157527386701999,4,0,2.547,1,"unchanged"
"POLG2",-0.254262569318928,0.127440401075739,7,0,14.863,1,"unchanged"
"POLR1A",-0.166454355194724,0.498589919254538,1,1,3.734,5,"unchanged"
"POLR2B",-0.384070100233229,0.111290974270256,1,1,4.371,2,"unchanged"
"POLR2C",-0.0740633501162105,0.577380367243926,1.5,0.5,2.686,2,"unchanged"
"POLR2F",-0.341616349216815,0.0878737250831877,7,0,9.429,1,"repressed"
"POLR2I",-0.0999748776646898,0.671664644484852,7,0,8.742,1,"unchanged"
"POLR2M",-0.087427611262183,0.537247711192374,3,0.25,5.329,4,"unchanged"
"POLR3B",-0.379597573734363,0.0537009906782319,2,0,2.76,1,"repressed"
"POLR3D",0.18688257764382,0.208656318465632,6,0,3.987,1,"unchanged"
"POLR3E",0.339056267372825,0.0151795643224184,6,0,6.594,1,"induced"
"POM121C",0.108692624518128,0.351367339819981,1,1,4.272,2,"unchanged"
"POMP",-0.187528604016634,0.283087102227713,1.857,0.286,4.048,7,"unchanged"
"POMT2",-0.209533965852224,0.303333300342632,1.5,0.5,2.786,2,"unchanged"
"PON1",-2.50464212023522,0.0924740262851425,1,1,2.964,2,"repressed"
"POP1",0.0283928177026667,0.910749152014949,2,0,6.286,1,"unchanged"
"POP4",0.11620973180314,0.432001202071276,3,0,3.489,1,"unchanged"
"POP5",-0.0850818079175095,0.612890055364022,6,0,5.992,1,"unchanged"
"POPDC3",-0.666384289446479,0.226119102961645,2,0,3.013,1,"unchanged"
"PORCN",0.512138791128381,0.112822047433537,6,0,8.895,1,"unchanged"
"POU2AF1",2.04041143568843,0.0233173661629885,3,0,3.787,4,"induced"
"POU3F3",0.0267319308019465,0.960186182081946,1.5,0.5,8.128,2,"unchanged"
"PPA1",-0.245501170416582,0.686879982948082,1,1,2.76,1,"unchanged"
"PPA2",-0.394444880966879,0.0996661321951018,2,0,3.067,1,"repressed"
"PPARA",-1.37811628703652,0.019803145149502,1.8,0.4,5.146,5,"repressed"
"PPARD",0.593602782098353,0.0556067092227686,3.75,0,3.412,4,"induced"
"PPEF2",-1.98078212351382,0.00986695322831124,2,0,4.374,2,"repressed"
"PPFIBP1",0.11550480409629,0.53122362794423,1,1,3.834,1,"unchanged"
"PPFIBP2",-1.039160997157,0.00564895345491955,3,0,3.221,1,"repressed"
"PPIA",0.0646289606306993,0.763711746921019,6,0,4.319,2,"unchanged"
"PPIC",-0.19699266953656,0.665749968124605,2,0,3.681,1,"unchanged"
"PPIF",-0.363642892445124,0.202285754747592,6,0,4.831,2,"unchanged"
"PPIG",-0.0724913969388989,0.571060024475696,7,0,6.618,1,"unchanged"
"PPIL2",0.101933174572086,0.500375118741047,6,0,4.286,1,"unchanged"
"PPIL3",-0.0950764494205059,0.708248375935232,7,0,27.037,1,"unchanged"
"PPL",0.350264137737573,0.368893735322155,2,0,2.697,1,"unchanged"
"PPM1A",-0.0651072139619995,0.748504493594478,3.667,0.333,15.969,3,"unchanged"
"PPM1B",-0.44087678818652,0.0916506279641137,2,0,4.294,1,"repressed"
"PPM1F",0.34828106459645,0.202995189641193,5,0,6.594,1,"unchanged"
"PPM1K",-1.50129132093844,0.00579849586647244,2.5,0,5.138,2,"repressed"
"PPM1L",-0.56705821530168,0.205740653641619,2,0,3.895,1,"unchanged"
"PPME1",0.234757526661997,0.08916759235507,7,0,2.621,1,"induced"
"PPOX",0.298336944732235,0.273346129517088,4,0,4.303,2,"unchanged"
"PPP1CA",0.0669106100237187,0.679833282947464,4.833,0,7.213,6,"unchanged"
"PPP1CC",0.0109008989197568,0.971109455256484,5,0,6.288,1,"unchanged"
"PPP1R11",-0.195546585024291,0.183439904801884,7,0,10.995,1,"unchanged"
"PPP1R12A",0.119553203636719,0.525865946127739,3,0,3.681,1,"unchanged"
"PPP1R13B",0.273440238497057,0.175858803703969,3.25,0.25,5.176,4,"unchanged"
"PPP1R15B",0.108669274094354,0.582919822563966,6,0,4.574,2,"unchanged"
"PPP1R16A",-0.0191670190041826,0.927175425633215,4,0,2.796,1,"unchanged"
"PPP1R16B",-0.866590926864446,0.0328741250565214,3,0,3.221,1,"repressed"
"PPP1R1A",-2.79410181447304,0.00894429318185634,1,1,2.997,5,"repressed"
"PPP1R2",0.259312192131003,0.237977842599369,1.333,0.667,3.221,3,"unchanged"
"PPP1R36",-0.0836748922701744,0.859453233671009,3.5,0,4.295,2,"unchanged"
"PPP1R37",-0.294642878551071,0.0491698407859276,4.667,0,4.692,3,"repressed"
"PPP1R3C",0.966331800471679,0.0550726483384447,2.933,0.133,3.876,15,"induced"
"PPP1R8",0.0135573799637081,0.926743630607145,7,0,17.239,1,"unchanged"
"PPP2R1A",-0.0826322889354785,0.6195909096924,7,0,11.758,1,"unchanged"
"PPP2R2A",0.147524259284162,0.21258016791895,3.5,0.5,3.944,2,"unchanged"
"PPP2R2C",1.52565405483003,0.0189036918046824,5,0,3.374,1,"induced"
"PPP2R3A",0.197782816117734,0.552746719035061,1.182,0.818,5.145,11,"unchanged"
"PPP2R5A",-0.018665845180446,0.9244672300228,6,0,3.439,5,"unchanged"
"PPP2R5B",0.312584266407446,0.083232398259443,2.667,0,3.062,3,"induced"
"PPP2R5D",-0.166560668571732,0.125486072881944,2.5,0,2.793,2,"unchanged"
"PPP2R5E",0.0539002218737643,0.773351698515539,2,0,3.681,1,"unchanged"
"PPP3R1",-0.0400572222321136,0.811550629149381,4,0,3.221,1,"unchanged"
"PPP4R1",0.318883939021815,0.0491698407859276,4,0,4.141,1,"induced"
"PPP4R3B",-0.292125412136846,0.247450066954867,2,0.5,2.832,2,"unchanged"
"PPP5C",0.379868549392719,0.145168034743075,4,0,7.094,3,"unchanged"
"PPP6C",-0.198236076654591,0.247387969256959,7,0,9.477,1,"unchanged"
"PPP6R1",0.251233905314233,0.114675275581983,7,0,3.055,2,"unchanged"
"PPP6R2",-0.0539573397941941,0.699722637563394,2.5,0,3.654,8,"unchanged"
"PPT1",-0.0921766011130662,0.841152627258214,2,0.333,3.639,3,"unchanged"
"PPTC7",-0.281988465066065,0.496749440612355,4.5,0,3.451,2,"unchanged"
"PQBP1",0.15474142708607,0.565314757166349,6,0,2.423,1,"unchanged"
"PRAF2",0.848687866768183,0.0458850046866353,6.333,0,8.077,3,"induced"
"PRAG1",0.582053058210074,0.244468703010988,7,0,8.895,1,"unchanged"
"PRAP1",-0.28886672973279,0.768658691737918,4,0,3.374,1,"unchanged"
"PRCD",0.299939704944546,0.487011577302197,6,0,18.143,1,"unchanged"
"PRDM10",-0.165667612318212,0.467583336443077,3,0,7.49,1,"unchanged"
"PRDX1",-0.286218215337485,0.295842692481787,4.714,0,3.801,7,"unchanged"
"PRDX2",-0.33640855666006,0.124949610914497,6,0,7.748,1,"unchanged"
"PRDX6",-0.807890356761542,0.116257822468299,3.667,0,2.397,3,"unchanged"
"PREB",0.644150838587835,0.00577770871303924,4,0,3.446,1,"induced"
"PRELID1",-0.0159276023276629,0.949594968120409,4,0,4.224,2,"unchanged"
"PRELP",0.385075253095523,0.470995010909408,5.667,0,7.059,6,"unchanged"
"PREX2",0.269179214599748,0.59073189177637,1,1,2.791,4,"unchanged"
"PRICKLE1",-0.104370942984223,0.719483604903406,2,0,4.141,2,"unchanged"
"PRICKLE2",0.707909068609533,0.0930109352988188,4.5,0,4.32,2,"induced"
"PRICKLE3",0.661695274565638,0.02471047103765,6.333,0,8.077,3,"induced"
"PRKAA1",-0.126825713401909,0.606476432896278,4.5,0,10.417,2,"unchanged"
"PRKAA2",-1.03874985666482,0.113066715260664,2.5,0,3.489,4,"unchanged"
"PRKAB1",0.0524410544296243,0.685614314551552,2.4,0.2,4.133,5,"unchanged"
"PRKAG2",-0.326263363680041,0.183998973038471,3.5,0,4.616,8,"unchanged"
"PRKAG3",0.377978158120762,0.256682012109033,3,0,2.914,1,"unchanged"
"PRKAR1A",0.243268135070709,0.0569193970851582,5,0,4.734,1,"induced"
"PRKAR1B",0.0159764896386116,0.968567249621041,7,0,12.115,1,"unchanged"
"PRKAR2A",-0.0532542809336833,0.850617928388105,1,1,3.374,1,"unchanged"
"PRKAR2B",0.516527852030112,0.058599529761808,4,0,3.49,2,"induced"
"PRKCD",0.331802734919049,0.288600471074696,7,0,5.303,1,"unchanged"
"PRKCE",-0.437690027047811,0.0473351896454842,3.357,0.143,4.241,14,"repressed"
"PRKCZ",-0.849558357835735,0.0141024350058848,1.833,0.667,4.22,6,"repressed"
"PRKD2",0.590892370700639,0.183332259094792,4.5,0,4.182,2,"unchanged"
"PRLR",0.159173972807728,0.752335475578484,3,0,3.221,1,"unchanged"
"PRMT1",0.315177989136989,0.15139879006569,6,0,14.319,1,"unchanged"
"PRMT2",-0.191328495101541,0.170514223938325,2.5,0.333,3.565,6,"unchanged"
"PRNP",-0.0678678016265515,0.795863807433363,7,0,5.828,1,"unchanged"
"PROB1",-0.257007233681388,0.520835314615563,4.5,0,5.033,6,"unchanged"
"PROC",-1.69490711033351,0.05571838386576,7,0,11.278,1,"repressed"
"PROCR",1.31969246094528,0.0306407340434547,4.667,0.333,7.808,3,"induced"
"PROK1",-0.379862051915275,0.856652784137917,4.5,0,3.024,2,"unchanged"
"PROM1",1.81503390002966,0.00461258679110443,4.6,0,4.369,5,"induced"
"PROM2",-0.206060127062504,0.470995010909408,2,0,3.221,1,"unchanged"
"PROSER2",-0.358036193887034,0.204011124214428,2.444,0.222,4.288,9,"unchanged"
"PRPF18",0.0266757717073407,0.87450256714453,1.5,0.5,4.001,4,"unchanged"
"PRPF4",-0.24645260264439,0.315515110645595,2.875,0.125,4.022,8,"unchanged"
"PRPF40B",-0.0756514964893569,0.76824432209096,2.667,0.667,4.395,3,"unchanged"
"PRPF4B",-0.00308863477840227,0.988950795786911,7,0,18.095,1,"unchanged"
"PRPF6",-0.045026214576275,0.773336152176298,2.286,0.143,3.912,7,"unchanged"
"PRPF8",-0.111435017807773,0.357589688185317,4,0,3.016,2,"unchanged"
"PRPSAP1",-0.379942577400985,0.288361714553583,3.286,0.143,4.35,7,"unchanged"
"PRPSAP2",0.616084338004207,0.00689339204079193,7,0,6.073,1,"induced"
"PRR12",-0.0724380547328742,0.734315614460044,4,0,3.136,4,"unchanged"
"PRR15L",0.152659541019767,0.637335175788695,6,0,16.179,1,"unchanged"
"PRR18",1.74317739237091,0.0151272351877785,7,0,8.799,1,"induced"
"PRR30",0.889646327502668,0.236469533154692,4,0,3.446,1,"unchanged"
"PRR35",-1.30641234236276,0.0515106966353291,2,0,4.294,1,"repressed"
"PRR36",-0.177829339719629,0.486440086346726,6,0,5.817,1,"unchanged"
"PRR5",-0.769152422679262,0.0454345875358668,2,0.5,5.947,2,"repressed"
"PRR5L",1.24745250145505,0.0225546316127311,2.5,0,3.331,2,"induced"
"PRR7",1.14771072306274,0.0579580108768034,7,0,9.32,1,"induced"
"PRRC2A",0.0637508100811779,0.630279860364718,1,1,2.796,1,"unchanged"
"PRRT3",0.271529850076268,0.471054167268071,7,0,5.368,1,"unchanged"
"PRRX1",0.886736416470465,0.0540634204856211,5,0,6.288,1,"induced"
"PRRX2",2.07856064404723,0.0214669467092927,4.222,0,5.289,9,"induced"
"PRSS23",0.343212960704551,0.0930374871898318,5.429,0.143,6.052,7,"induced"
"PRSS53",-1.23167860057169,0.0197929391485239,1,1,4.294,1,"repressed"
"PRSS57",-0.694102810036381,0.397445674034257,6,0,7.821,1,"unchanged"
"PRTFDC1",-0.659127260490203,0.0818265074570353,5,0,3.834,1,"repressed"
"PRUNE1",-0.071909849334463,0.612890055364022,3.333,0,4.406,3,"unchanged"
"PRX",-0.147055331026608,0.74371598115771,5.333,0,5.586,3,"unchanged"
"PSAP",0.0586443882610528,0.901479177331529,4.545,0.091,4.926,11,"unchanged"
"PSAT1",-0.329798237473518,0.566230326198672,5.5,0,6.66,2,"unchanged"
"PSD3",-0.0944059001935647,0.763121235421287,7,0,4.908,1,"unchanged"
"PSD4",1.24773118256359,0.0529157472414669,5.5,0,5.902,2,"induced"
"PSEN1",0.0521334020089474,0.807422127364484,2,0.5,5.606,4,"unchanged"
"PSEN2",-0.072397759865293,0.809048582442042,4.286,0.286,5.056,7,"unchanged"
"PSMA3",-0.261211073622866,0.224578655104641,7,0,6.316,1,"unchanged"
"PSMA4",-0.123284784568648,0.526754897983133,1.333,0.667,5.788,3,"unchanged"
"PSMA6",-0.0618560375188659,0.759594422926994,6,0,6.331,4,"unchanged"
"PSMB10",-0.205655529018974,0.502891385099356,4.5,0,4.601,2,"unchanged"
"PSMB2",0.112926597224967,0.487011577302197,1,1,3.527,1,"unchanged"
"PSMB5",-0.297877680071362,0.232619128858057,3.5,0,5.38,2,"unchanged"
"PSMB6",-0.0434559883523207,0.795709129411703,3,0,3.681,1,"unchanged"
"PSMC3",-0.0485391843976775,0.756773092470489,4,0,3.108,2,"unchanged"
"PSMC4",0.102992359395956,0.425078049204645,7,0,12.69,1,"unchanged"
"PSMC5",-0.180877895177157,0.230838232780408,2,0,5.503,3,"unchanged"
